model,comparison,n_folds,mean_r2_left,mean_r2_right,mean_difference_left_minus_right,t_statistic,p_value,significant_p_lt_0_05
RandomForest,2D vs 3D,15,0.5674701986318259,0.2451559408023177,0.32231425782950823,53.4158007548202,1.3889825720707686e-17,True
RandomForest,2D vs Hybrid,15,0.5674701986318259,0.5666080467099889,0.0008621519218371768,0.9791033258612891,0.3441461534945114,False
SVR,2D vs 3D,15,0.6401830449964121,0.11604047472141298,0.5241425702749992,86.98394007413138,1.536766241686926e-20,True
SVR,2D vs Hybrid,15,0.6401830449964121,0.6407730604308858,-0.0005900154344734935,-2.5107360518930815,0.02494367134747093,True
XGBoost,2D vs 3D,15,0.6205583871015143,0.2241420878802299,0.39641629922128435,69.6448067305393,3.43057357486048e-19,True
XGBoost,2D vs Hybrid,15,0.6205583871015143,0.6192403024479117,0.0013180846536025765,1.0176702873862091,0.3260999348800119,False
