epoch,step,train_loss_epoch,train_loss_step,val/mae,val/r2,val/rmse,val_loss
22,2449,,0.3778468072414398,,,,
22,2460,,,0.5043514370918274,0.4944884181022644,0.6975855231285095,0.4866255819797516
22,2460,0.40499070286750793,,,,,
23,2499,,0.3544639050960541,,,,
23,2549,,0.6600267887115479,,,,
23,2567,,,0.5019570589065552,0.4952867031097412,0.697034478187561,0.4858570992946625
23,2567,0.404598206281662,,,,,
24,2599,,0.5985437631607056,,,,
24,2649,,0.3274112939834595,,,,
24,2674,,,0.5059332251548767,0.5037068128585815,0.6911957859992981,0.47775158286094666
24,2674,0.4088866412639618,,,,,
25,2699,,0.33922600746154785,,,,
25,2749,,0.5089260339736938,,,,
25,2781,,,0.5599005818367004,0.45000022649765015,0.7276343107223511,0.5294516682624817
25,2781,0.39068683981895447,,,,,
26,2799,,0.4589727520942688,,,,
26,2849,,0.5483574867248535,,,,
26,2888,,,0.4964248836040497,0.5101490616798401,0.6866949796676636,0.47154998779296875
26,2888,0.39153429865837097,,,,,
27,2899,,0.29121577739715576,,,,
27,2949,,0.3784554898738861,,,,
27,2995,,,0.522869348526001,0.49389487504959106,0.6979948878288269,0.4871968924999237
27,2995,0.38828983902931213,,,,,
28,2999,,0.3056047558784485,,,,
28,3049,,0.4581802487373352,,,,
28,3099,,0.34423086047172546,,,,
28,3102,,,0.506838321685791,0.5032655000686646,0.6915029883384705,0.4781763553619385
28,3102,0.3778444230556488,,,,,
29,3149,,0.5068249702453613,,,,
29,3199,,0.4381658732891083,,,,
29,3209,,,0.501550018787384,0.5132156610488892,0.684542179107666,0.46859797835350037
29,3209,0.3801630437374115,,,,,
30,3249,,0.4074263572692871,,,,
30,3299,,0.2627527117729187,,,,
30,3316,,,0.48996633291244507,0.529863715171814,0.6727346181869507,0.45257189869880676
30,3316,0.37083446979522705,,,,,
31,3349,,0.41635367274284363,,,,
31,3399,,0.26997360587120056,,,,
31,3423,,,0.5073212385177612,0.511410117149353,0.6858105063438416,0.47033604979515076
31,3423,0.37217357754707336,,,,,
32,3449,,0.3453499674797058,,,,
32,3499,,0.48927322030067444,,,,
32,3530,,,0.502607524394989,0.5231565237045288,0.6775164008140564,0.4590285122394562
32,3530,0.3627223074436188,,,,,
33,3549,,0.4826604723930359,,,,
33,3599,,0.45013338327407837,,,,
33,3637,,,0.5024980306625366,0.5148555636405945,0.6833881139755249,0.46701931953430176
33,3637,0.36120688915252686,,,,,
34,3649,,0.26286780834198,,,,
34,3699,,0.28339365124702454,,,,
34,3744,,,0.49199122190475464,0.5279653072357178,0.6740914583206177,0.45439931750297546
34,3744,0.35622236132621765,,,,,
35,3749,,0.26496753096580505,,,,
35,3799,,0.4691146910190582,,,,
35,3849,,0.48100098967552185,,,,
35,3851,,,0.494437575340271,0.5302075147628784,0.6724886298179626,0.4522409439086914
35,3851,0.3563869893550873,,,,,
36,3899,,0.3825816512107849,,,,
36,3949,,0.4743864834308624,,,,
36,3958,,,0.4887789785861969,0.5354272127151489,0.668742299079895,0.447216272354126
36,3958,0.3446158766746521,,,,,
37,3999,,0.3323807716369629,,,,
37,4049,,0.2850419282913208,,,,
37,4065,,,0.5009718537330627,0.52848219871521,0.6737223267555237,0.4539017975330353
37,4065,0.34392908215522766,,,,,
38,4099,,0.3084457516670227,,,,
38,4149,,0.2823095917701721,,,,
38,4172,,,0.4894849956035614,0.5357844829559326,0.6684850454330444,0.4468722939491272
38,4172,0.33990979194641113,,,,,
39,4199,,0.2819681465625763,,,,
39,4249,,0.37229862809181213,,,,
39,4279,,,0.4962141513824463,0.5301404595375061,0.6725366115570068,0.45230549573898315
39,4279,0.3406867980957031,,,,,
40,4299,,0.3939378261566162,,,,
40,4349,,0.29143667221069336,,,,
40,4386,,,0.5018694400787354,0.5222713947296143,0.6781449317932129,0.4598805606365204
40,4386,0.3366531729698181,,,,,
41,4399,,0.18756252527236938,,,,
41,4449,,0.49455299973487854,,,,
41,4493,,,0.5100018382072449,0.516404390335083,0.6822963953018188,0.46552836894989014
41,4493,0.3391337990760803,,,,,
42,4499,,0.3075791001319885,,,,
42,4549,,0.27462589740753174,,,,
42,4599,,0.31163132190704346,,,,
42,4600,,,0.5093151330947876,0.5129874348640442,0.6847025752067566,0.46881765127182007
42,4600,0.3357984721660614,,,,,
43,4649,,0.23472385108470917,,,,
43,4699,,0.1784248799085617,,,,
43,4707,,,0.5022616982460022,0.5296576023101807,0.672882080078125,0.45277032256126404
43,4707,0.334075391292572,,,,,
44,4749,,0.16693083941936493,,,,
44,4799,,0.32136547565460205,,,,
44,4814,,,0.49868878722190857,0.5260593891143799,0.6754509806632996,0.45623406767845154
44,4814,0.329809308052063,,,,,
45,4849,,0.3719716966152191,,,,
45,4899,,0.3241562843322754,,,,
45,4921,,,0.5115687251091003,0.5127674341201782,0.6848572492599487,0.46902942657470703
45,4921,0.3266759216785431,,,,,
46,4949,,0.2420215606689453,,,,
46,4999,,0.33455830812454224,,,,
46,5028,,,0.4981604218482971,0.5294848680496216,0.6730056405067444,0.4529365599155426
46,5028,0.32036417722702026,,,,,
47,5049,,0.40023285150527954,,,,
47,5099,,0.26138314604759216,,,,
47,5135,,,0.4902704656124115,0.5366382598876953,0.667870044708252,0.4460504353046417
47,5135,0.31824374198913574,,,,,
48,5149,,0.4465095102787018,,,,
48,5199,,0.27807071805000305,,,,
48,5242,,,0.48061949014663696,0.5521559715270996,0.656591534614563,0.43111246824264526
48,5242,0.31949862837791443,,,,,
49,5249,,0.555385172367096,,,,
49,5299,,0.2172766774892807,,,,
49,5349,,0.48086944222450256,,,,
49,5349,,,0.48413100838661194,0.545930027961731,0.6611397862434387,0.43710580468177795
49,5349,0.3217625916004181,,,,,
