representation,model,n_folds,r2_mean,r2_sd,r2_mean_sd,rmse_mean,rmse_sd,rmse_mean_sd,mae_mean,mae_sd,mae_mean_sd
GNN,D-MPNN,5,0.5766976735763257,0.030003258607644613,0.5767 +/- 0.0300,0.5880944788457195,0.007445054086809711,0.5881 +/- 0.0074,0.43133486420494166,0.0054131973928237,0.4313 +/- 0.0054
