epoch,step,train_loss_epoch,train_loss_step,val/mae,val/r2,val/rmse,val_loss
0,49,,0.9505715370178223,,,,
0,99,,1.0364720821380615,,,,
0,106,,,0.7329166531562805,0.0022599101066589355,1.0023411512374878,1.004687786102295
0,106,1.0000817775726318,,,,,
1,149,,1.4736062288284302,,,,
1,199,,0.6543819904327393,,,,
1,213,,,0.6989392042160034,0.06210219860076904,0.9718172550201416,0.9444287419319153
1,213,0.9809833765029907,,,,,
2,249,,0.8736543655395508,,,,
2,299,,0.7434709072113037,,,,
2,320,,,0.6609556674957275,0.10496538877487183,0.949350893497467,0.9012671113014221
2,320,0.9088001847267151,,,,,
3,349,,1.11526620388031,,,,
3,399,,0.9006252288818359,,,,
3,427,,,0.6317384839057922,0.18506944179534912,0.905872642993927,0.8206052184104919
3,427,0.8246245980262756,,,,,
4,449,,0.7510610222816467,,,,
4,499,,0.6955745220184326,,,,
4,534,,,0.633514940738678,0.1797669529914856,0.9088149070739746,0.8259446024894714
4,534,0.7606587409973145,,,,,
5,549,,0.7073695659637451,,,,
5,599,,0.7685137987136841,,,,
5,641,,,0.6336862444877625,0.30307066440582275,0.837724506855011,0.7017822861671448
5,641,0.6961483359336853,,,,,
6,649,,0.8282663822174072,,,,
6,699,,0.6207568645477295,,,,
6,748,,,0.5933241844177246,0.32200759649276733,0.8262647986412048,0.682713508605957
6,748,0.6542386412620544,,,,,
7,749,,0.7198031544685364,,,,
7,799,,0.8495917320251465,,,,
7,849,,0.45192408561706543,,,,
7,855,,,0.6112020611763,0.3532804250717163,0.8069838285446167,0.6512229442596436
7,855,0.6135017275810242,,,,,
8,899,,0.49435484409332275,,,,
8,949,,0.7135517001152039,,,,
8,962,,,0.6098765134811401,0.35349708795547485,0.8068487048149109,0.6510047912597656
8,962,0.5876410007476807,,,,,
9,999,,0.3689305782318115,,,,
9,1049,,0.7113874554634094,,,,
9,1069,,,0.5676066279411316,0.37932515144348145,0.7905674576759338,0.6249968409538269
9,1069,0.5556840300559998,,,,,
10,1099,,0.4303797483444214,,,,
10,1149,,0.5756784081459045,,,,
10,1176,,,0.5507374405860901,0.4042358994483948,0.7745402455329895,0.5999126434326172
10,1176,0.5318759083747864,,,,,
11,1199,,0.5629140734672546,,,,
11,1249,,0.42053499817848206,,,,
11,1283,,,0.563274621963501,0.3897894024848938,0.7838748097419739,0.614459753036499
11,1283,0.5257725715637207,,,,,
12,1299,,0.6502071619033813,,,,
12,1349,,0.5344171524047852,,,,
12,1390,,,0.5411884784698486,0.43724268674850464,0.7527788281440735,0.5666760206222534
12,1390,0.5017538070678711,,,,,
13,1399,,0.3217654228210449,,,,
13,1449,,0.3584699332714081,,,,
13,1497,,,0.5316996574401855,0.451538622379303,0.7431557774543762,0.5522804856300354
13,1497,0.4839542508125305,,,,,
14,1499,,0.3774082660675049,,,,
14,1549,,0.677864134311676,,,,
14,1599,,0.32646313309669495,,,,
14,1604,,,0.524734616279602,0.46469807624816895,0.7341862320899963,0.5390294194221497
14,1604,0.46737030148506165,,,,,
15,1649,,0.3502828776836395,,,,
15,1699,,0.3943459987640381,,,,
15,1711,,,0.5259398818016052,0.4814651608467102,0.7225964069366455,0.5221455693244934
15,1711,0.45937952399253845,,,,,
16,1749,,0.4918537139892578,,,,
16,1799,,0.3474487364292145,,,,
16,1818,,,0.5274359583854675,0.47368836402893066,0.7279949188232422,0.5299765467643738
16,1818,0.45457226037979126,,,,,
17,1849,,0.5606211423873901,,,,
17,1899,,0.4766908884048462,,,,
17,1925,,,0.520455539226532,0.4902840852737427,0.716425359249115,0.5132652521133423
17,1925,0.4383717179298401,,,,,
18,1949,,0.38059502840042114,,,,
18,1999,,0.5663608312606812,,,,
18,2032,,,0.519841194152832,0.4981626868247986,0.7108669281005859,0.505331814289093
18,2032,0.42517468333244324,,,,,
19,2049,,0.3505273759365082,,,,
19,2099,,0.441636323928833,,,,
19,2139,,,0.5248841643333435,0.49804937839508057,0.7109472155570984,0.5054458975791931
19,2139,0.423256516456604,,,,,
20,2149,,0.2233477085828781,,,,
20,2199,,0.32515475153923035,,,,
20,2246,,,0.5055453777313232,0.5039339661598206,0.7067674994468689,0.49952033162117004
20,2246,0.4265535771846771,,,,,
21,2249,,0.5766794681549072,,,,
21,2299,,0.3395007252693176,,,,
21,2349,,0.39054006338119507,,,,
21,2353,,,0.5233129858970642,0.4582018256187439,0.7386277318000793,0.5455709099769592
21,2353,0.40766122937202454,,,,,
22,2399,,0.4519275724887848,,,,
22,2449,,0.36182525753974915,,,,
22,2460,,,0.519819974899292,0.4949827194213867,0.7131156325340271,0.5085338950157166
22,2460,0.39801543951034546,,,,,
23,2499,,0.3050127923488617,,,,
23,2549,,0.48712632060050964,,,,
23,2567,,,0.5145244002342224,0.5137888193130493,0.6997119784355164,0.4895968437194824
23,2567,0.39946553111076355,,,,,
24,2599,,0.31244397163391113,,,,
24,2649,,0.39312267303466797,,,,
24,2674,,,0.49816685914993286,0.5179198980331421,0.6967331171035767,0.4854370057582855
24,2674,0.38966816663742065,,,,,
25,2699,,0.35835111141204834,,,,
25,2749,,0.42532843351364136,,,,
25,2781,,,0.5125697255134583,0.5229618549346924,0.6930800676345825,0.4803599417209625
25,2781,0.39004048705101013,,,,,
26,2799,,0.30327579379081726,,,,
26,2849,,0.4566945433616638,,,,
26,2888,,,0.4985754191875458,0.5183202028274536,0.6964437961578369,0.48503392934799194
26,2888,0.37636733055114746,,,,,
27,2899,,0.3925754129886627,,,,
27,2949,,0.3292293846607208,,,,
27,2995,,,0.4889969229698181,0.5321666598320007,0.6863607168197632,0.47109106183052063
27,2995,0.3652811050415039,,,,,
28,2999,,0.37765568494796753,,,,
28,3049,,0.3586863577365875,,,,
28,3099,,0.4780232906341553,,,,
28,3102,,,0.4878864288330078,0.5339288711547852,0.685066819190979,0.4693165719509125
28,3102,0.3623109757900238,,,,,
29,3149,,0.27421170473098755,,,,
29,3199,,0.21210655570030212,,,,
29,3209,,,0.530527651309967,0.49526238441467285,0.7129181623458862,0.5082523226737976
29,3209,0.36903637647628784,,,,,
